ST_FIPS,CO_FIPS,DATE,TYPE,DESC
40,111,5/8/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
40,113,5/8/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
40,117,5/8/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
40,119,5/8/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
40,125,5/8/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
40,127,5/8/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
40,135,5/8/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
40,143,5/8/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
40,145,5/8/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
40,147,5/8/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
40,149,5/8/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
40,151,5/8/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
40,153,5/8/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
35,003,1/5/1993 0:00,Flood,SEVERE STORMS & FLOODING
35,017,1/5/1993 0:00,Flood,SEVERE STORMS & FLOODING
35,023,1/5/1993 0:00,Flood,SEVERE STORMS & FLOODING
35,031,1/5/1993 0:00,Flood,SEVERE STORMS & FLOODING
27,001,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
27,005,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
27,011,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
27,013,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
27,015,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
27,019,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
27,023,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
27,027,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
27,033,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
27,037,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
27,039,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
27,043,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
27,045,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
27,047,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
27,049,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
27,051,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
27,055,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
27,063,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
27,067,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
27,069,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
27,073,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
27,079,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
27,081,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
27,083,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
27,087,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
27,089,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
27,091,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
27,085,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
27,093,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
27,099,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
27,101,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
27,103,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
27,105,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
27,107,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
27,111,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
27,117,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
27,119,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
27,121,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
27,123,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
27,127,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
27,129,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
27,131,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
27,133,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
27,135,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
27,139,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
27,143,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
27,147,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
27,149,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
27,151,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
27,155,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
27,157,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
27,161,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
27,163,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
27,165,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
27,169,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
27,171,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
27,173,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
55,001,6/7/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
55,009,6/7/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
55,011,6/7/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
55,015,6/7/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
55,017,6/7/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
55,019,6/7/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
55,021,6/7/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
55,023,6/7/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
55,025,6/7/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
55,027,6/7/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
55,033,6/7/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
55,035,6/7/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
55,039,6/7/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
55,043,6/7/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
55,045,6/7/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
55,047,6/7/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
55,049,6/7/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
55,053,6/7/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
55,055,6/7/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
55,057,6/7/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
55,059,6/7/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
55,063,6/7/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
55,065,6/7/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
55,069,6/7/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
55,073,6/7/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
55,077,6/7/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
55,078,6/7/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
55,079,6/7/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
55,081,6/7/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
55,087,6/7/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
55,091,6/7/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
55,093,6/7/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
55,097,6/7/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
55,099,6/7/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
55,101,6/7/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
55,103,6/7/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
55,105,6/7/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
55,107,6/7/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
55,111,6/7/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
55,115,6/7/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
55,109,6/7/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
55,121,6/7/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
55,123,6/7/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
55,135,6/7/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
55,137,6/7/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
55,139,6/7/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
55,141,6/7/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
29,001,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,003,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,005,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,007,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,009,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,011,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,013,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,015,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,019,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,021,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,025,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,027,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,029,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,031,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,033,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,037,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,041,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,043,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,045,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,047,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,049,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,051,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,053,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,055,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,057,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,059,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,061,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,063,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,067,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,071,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,073,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,075,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,077,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,079,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,081,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,083,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,085,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,087,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,089,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,091,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,095,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,097,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,099,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,101,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,103,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,105,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,107,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,109,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,111,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,113,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,115,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,117,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,121,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,125,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,127,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,119,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,129,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,131,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,133,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,135,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,137,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,139,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,141,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,143,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,145,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,147,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,151,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,153,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,155,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,157,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,159,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,161,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,163,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,165,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,167,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,169,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,171,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,173,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,175,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,177,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,195,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,197,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,199,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,201,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,205,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,183,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,185,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,187,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,189,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,186,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,207,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,209,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,211,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,213,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,215,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,217,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,219,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,221,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,223,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,225,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,227,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
29,229,6/10/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,001,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,003,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,005,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,007,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,009,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,011,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,013,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,015,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,017,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,019,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,021,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,023,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,025,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,027,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,029,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,031,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,033,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,035,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,037,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,039,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,041,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,043,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,045,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,047,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,049,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,051,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,053,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,055,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,057,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,059,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,061,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,063,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,065,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,067,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,069,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,071,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,073,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,075,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,077,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,079,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,081,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,083,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,085,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,087,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,089,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,091,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,093,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,095,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,097,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,099,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,101,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,103,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,105,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,107,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,109,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,111,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,113,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,115,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,117,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,119,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,121,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,123,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,125,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,127,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,129,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,131,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,133,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,135,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,137,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,139,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,141,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,143,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,145,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,147,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,149,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,151,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,153,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,155,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,157,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,159,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,161,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,163,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,165,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,167,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,169,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,171,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,173,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,175,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,177,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,179,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,181,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,183,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,185,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,187,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,189,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,191,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,193,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,195,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
19,197,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
17,001,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
17,003,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
17,007,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
17,009,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
17,013,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
17,015,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
17,017,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
17,031,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
17,057,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
17,061,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
17,067,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
17,071,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
17,073,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
17,077,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
17,083,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
17,085,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
17,095,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
17,097,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
17,119,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
17,125,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
17,127,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
17,111,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
17,131,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
17,133,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
17,137,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
17,141,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
17,149,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
17,151,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
17,153,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
17,157,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
