ST_FIPS,CO_FIPS,DATE,TYPE,DESC
17,161,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
17,169,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
17,171,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
17,163,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
17,177,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
17,181,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
17,187,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
17,195,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
17,201,4/13/1993 0:00,Flood,SEVERE STORMS & FLOODING
31,001,6/23/1993 0:00,Flood,SEVERE STORMS AND FLOODING
31,011,6/23/1993 0:00,Flood,SEVERE STORMS AND FLOODING
31,015,6/23/1993 0:00,Flood,SEVERE STORMS AND FLOODING
31,019,6/23/1993 0:00,Flood,SEVERE STORMS AND FLOODING
31,021,6/23/1993 0:00,Flood,SEVERE STORMS AND FLOODING
31,023,6/23/1993 0:00,Flood,SEVERE STORMS AND FLOODING
31,025,6/23/1993 0:00,Flood,SEVERE STORMS AND FLOODING
31,029,6/23/1993 0:00,Flood,SEVERE STORMS AND FLOODING
31,035,6/23/1993 0:00,Flood,SEVERE STORMS AND FLOODING
31,037,6/23/1993 0:00,Flood,SEVERE STORMS AND FLOODING
31,039,6/23/1993 0:00,Flood,SEVERE STORMS AND FLOODING
31,041,6/23/1993 0:00,Flood,SEVERE STORMS AND FLOODING
31,047,6/23/1993 0:00,Flood,SEVERE STORMS AND FLOODING
31,053,6/23/1993 0:00,Flood,SEVERE STORMS AND FLOODING
31,055,6/23/1993 0:00,Flood,SEVERE STORMS AND FLOODING
31,057,6/23/1993 0:00,Flood,SEVERE STORMS AND FLOODING
31,059,6/23/1993 0:00,Flood,SEVERE STORMS AND FLOODING
31,061,6/23/1993 0:00,Flood,SEVERE STORMS AND FLOODING
31,063,6/23/1993 0:00,Flood,SEVERE STORMS AND FLOODING
31,065,6/23/1993 0:00,Flood,SEVERE STORMS AND FLOODING
31,067,6/23/1993 0:00,Flood,SEVERE STORMS AND FLOODING
31,073,6/23/1993 0:00,Flood,SEVERE STORMS AND FLOODING
31,077,6/23/1993 0:00,Flood,SEVERE STORMS AND FLOODING
31,079,6/23/1993 0:00,Flood,SEVERE STORMS AND FLOODING
31,081,6/23/1993 0:00,Flood,SEVERE STORMS AND FLOODING
31,083,6/23/1993 0:00,Flood,SEVERE STORMS AND FLOODING
31,085,6/23/1993 0:00,Flood,SEVERE STORMS AND FLOODING
31,093,6/23/1993 0:00,Flood,SEVERE STORMS AND FLOODING
31,095,6/23/1993 0:00,Flood,SEVERE STORMS AND FLOODING
31,097,6/23/1993 0:00,Flood,SEVERE STORMS AND FLOODING
31,099,6/23/1993 0:00,Flood,SEVERE STORMS AND FLOODING
31,109,6/23/1993 0:00,Flood,SEVERE STORMS AND FLOODING
31,121,6/23/1993 0:00,Flood,SEVERE STORMS AND FLOODING
31,125,6/23/1993 0:00,Flood,SEVERE STORMS AND FLOODING
31,127,6/23/1993 0:00,Flood,SEVERE STORMS AND FLOODING
31,129,6/23/1993 0:00,Flood,SEVERE STORMS AND FLOODING
31,131,6/23/1993 0:00,Flood,SEVERE STORMS AND FLOODING
31,133,6/23/1993 0:00,Flood,SEVERE STORMS AND FLOODING
31,137,6/23/1993 0:00,Flood,SEVERE STORMS AND FLOODING
31,141,6/23/1993 0:00,Flood,SEVERE STORMS AND FLOODING
31,143,6/23/1993 0:00,Flood,SEVERE STORMS AND FLOODING
31,147,6/23/1993 0:00,Flood,SEVERE STORMS AND FLOODING
31,151,6/23/1993 0:00,Flood,SEVERE STORMS AND FLOODING
31,153,6/23/1993 0:00,Flood,SEVERE STORMS AND FLOODING
31,155,6/23/1993 0:00,Flood,SEVERE STORMS AND FLOODING
31,159,6/23/1993 0:00,Flood,SEVERE STORMS AND FLOODING
31,163,6/23/1993 0:00,Flood,SEVERE STORMS AND FLOODING
31,167,6/23/1993 0:00,Flood,SEVERE STORMS AND FLOODING
31,169,6/23/1993 0:00,Flood,SEVERE STORMS AND FLOODING
31,177,6/23/1993 0:00,Flood,SEVERE STORMS AND FLOODING
31,181,6/23/1993 0:00,Flood,SEVERE STORMS AND FLOODING
31,185,6/23/1993 0:00,Flood,SEVERE STORMS AND FLOODING
46,003,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
46,005,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
46,009,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
46,011,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
46,013,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
46,021,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
46,023,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
46,025,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
46,027,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
46,029,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
46,031,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
46,035,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
46,037,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
46,039,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
46,043,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
46,045,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
46,051,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
46,053,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
46,057,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
46,059,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
46,061,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
46,067,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
46,073,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
46,077,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
46,079,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
46,083,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
46,091,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
46,087,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
46,089,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
46,097,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
46,099,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
46,101,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
46,109,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
46,111,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
46,115,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
46,125,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
46,127,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
46,135,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
46,137,5/6/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES & FLOODING"
20,005,6/28/1993 0:00,Flood,SEVERE STORMS & FLOODING
20,009,6/28/1993 0:00,Flood,SEVERE STORMS & FLOODING
20,013,6/28/1993 0:00,Flood,SEVERE STORMS & FLOODING
20,017,6/28/1993 0:00,Flood,SEVERE STORMS & FLOODING
20,021,6/28/1993 0:00,Flood,SEVERE STORMS & FLOODING
20,027,6/28/1993 0:00,Flood,SEVERE STORMS & FLOODING
20,029,6/28/1993 0:00,Flood,SEVERE STORMS & FLOODING
20,037,6/28/1993 0:00,Flood,SEVERE STORMS & FLOODING
20,041,6/28/1993 0:00,Flood,SEVERE STORMS & FLOODING
20,043,6/28/1993 0:00,Flood,SEVERE STORMS & FLOODING
20,045,6/28/1993 0:00,Flood,SEVERE STORMS & FLOODING
20,047,6/28/1993 0:00,Flood,SEVERE STORMS & FLOODING
20,051,6/28/1993 0:00,Flood,SEVERE STORMS & FLOODING
20,053,6/28/1993 0:00,Flood,SEVERE STORMS & FLOODING
20,061,6/28/1993 0:00,Flood,SEVERE STORMS & FLOODING
20,065,6/28/1993 0:00,Flood,SEVERE STORMS & FLOODING
20,079,6/28/1993 0:00,Flood,SEVERE STORMS & FLOODING
20,083,6/28/1993 0:00,Flood,SEVERE STORMS & FLOODING
20,085,6/28/1993 0:00,Flood,SEVERE STORMS & FLOODING
20,087,6/28/1993 0:00,Flood,SEVERE STORMS & FLOODING
20,089,6/28/1993 0:00,Flood,SEVERE STORMS & FLOODING
20,091,6/28/1993 0:00,Flood,SEVERE STORMS & FLOODING
20,101,6/28/1993 0:00,Flood,SEVERE STORMS & FLOODING
20,103,6/28/1993 0:00,Flood,SEVERE STORMS & FLOODING
20,105,6/28/1993 0:00,Flood,SEVERE STORMS & FLOODING
20,111,6/28/1993 0:00,Flood,SEVERE STORMS & FLOODING
20,115,6/28/1993 0:00,Flood,SEVERE STORMS & FLOODING
20,117,6/28/1993 0:00,Flood,SEVERE STORMS & FLOODING
20,113,6/28/1993 0:00,Flood,SEVERE STORMS & FLOODING
20,123,6/28/1993 0:00,Flood,SEVERE STORMS & FLOODING
20,127,6/28/1993 0:00,Flood,SEVERE STORMS & FLOODING
20,131,6/28/1993 0:00,Flood,SEVERE STORMS & FLOODING
20,135,6/28/1993 0:00,Flood,SEVERE STORMS & FLOODING
20,139,6/28/1993 0:00,Flood,SEVERE STORMS & FLOODING
20,141,6/28/1993 0:00,Flood,SEVERE STORMS & FLOODING
20,143,6/28/1993 0:00,Flood,SEVERE STORMS & FLOODING
20,145,6/28/1993 0:00,Flood,SEVERE STORMS & FLOODING
20,149,6/28/1993 0:00,Flood,SEVERE STORMS & FLOODING
20,155,6/28/1993 0:00,Flood,SEVERE STORMS & FLOODING
20,157,6/28/1993 0:00,Flood,SEVERE STORMS & FLOODING
20,159,6/28/1993 0:00,Flood,SEVERE STORMS & FLOODING
20,161,6/28/1993 0:00,Flood,SEVERE STORMS & FLOODING
20,163,6/28/1993 0:00,Flood,SEVERE STORMS & FLOODING
20,165,6/28/1993 0:00,Flood,SEVERE STORMS & FLOODING
20,167,6/28/1993 0:00,Flood,SEVERE STORMS & FLOODING
20,169,6/28/1993 0:00,Flood,SEVERE STORMS & FLOODING
20,173,6/28/1993 0:00,Flood,SEVERE STORMS & FLOODING
20,177,6/28/1993 0:00,Flood,SEVERE STORMS & FLOODING
20,179,6/28/1993 0:00,Flood,SEVERE STORMS & FLOODING
20,183,6/28/1993 0:00,Flood,SEVERE STORMS & FLOODING
20,185,6/28/1993 0:00,Flood,SEVERE STORMS & FLOODING
20,191,6/28/1993 0:00,Flood,SEVERE STORMS & FLOODING
20,193,6/28/1993 0:00,Flood,SEVERE STORMS & FLOODING
20,195,6/28/1993 0:00,Flood,SEVERE STORMS & FLOODING
20,197,6/28/1993 0:00,Flood,SEVERE STORMS & FLOODING
20,201,6/28/1993 0:00,Flood,SEVERE STORMS & FLOODING
20,209,6/28/1993 0:00,Flood,SEVERE STORMS & FLOODING
38,003,6/22/1993 0:00,Flood,SEVERE STORMS & FLOODING
38,005,6/22/1993 0:00,Flood,SEVERE STORMS & FLOODING
38,013,6/22/1993 0:00,Flood,SEVERE STORMS & FLOODING
38,015,6/22/1993 0:00,Flood,SEVERE STORMS & FLOODING
38,017,6/22/1993 0:00,Flood,SEVERE STORMS & FLOODING
38,019,6/22/1993 0:00,Flood,SEVERE STORMS & FLOODING
38,021,6/22/1993 0:00,Flood,SEVERE STORMS & FLOODING
38,023,6/22/1993 0:00,Flood,SEVERE STORMS & FLOODING
38,027,6/22/1993 0:00,Flood,SEVERE STORMS & FLOODING
38,029,6/22/1993 0:00,Flood,SEVERE STORMS & FLOODING
38,035,6/22/1993 0:00,Flood,SEVERE STORMS & FLOODING
38,037,6/22/1993 0:00,Flood,SEVERE STORMS & FLOODING
38,039,6/22/1993 0:00,Flood,SEVERE STORMS & FLOODING
38,041,6/22/1993 0:00,Flood,SEVERE STORMS & FLOODING
38,043,6/22/1993 0:00,Flood,SEVERE STORMS & FLOODING
38,045,6/22/1993 0:00,Flood,SEVERE STORMS & FLOODING
38,047,6/22/1993 0:00,Flood,SEVERE STORMS & FLOODING
38,051,6/22/1993 0:00,Flood,SEVERE STORMS & FLOODING
38,055,6/22/1993 0:00,Flood,SEVERE STORMS & FLOODING
38,057,6/22/1993 0:00,Flood,SEVERE STORMS & FLOODING
38,059,6/22/1993 0:00,Flood,SEVERE STORMS & FLOODING
38,063,6/22/1993 0:00,Flood,SEVERE STORMS & FLOODING
38,065,6/22/1993 0:00,Flood,SEVERE STORMS & FLOODING
38,067,6/22/1993 0:00,Flood,SEVERE STORMS & FLOODING
38,071,6/22/1993 0:00,Flood,SEVERE STORMS & FLOODING
38,073,6/22/1993 0:00,Flood,SEVERE STORMS & FLOODING
38,077,6/22/1993 0:00,Flood,SEVERE STORMS & FLOODING
38,079,6/22/1993 0:00,Flood,SEVERE STORMS & FLOODING
38,081,6/22/1993 0:00,Flood,SEVERE STORMS & FLOODING
38,083,6/22/1993 0:00,Flood,SEVERE STORMS & FLOODING
38,085,6/22/1993 0:00,Flood,SEVERE STORMS & FLOODING
38,089,6/22/1993 0:00,Flood,SEVERE STORMS & FLOODING
38,091,6/22/1993 0:00,Flood,SEVERE STORMS & FLOODING
38,093,6/22/1993 0:00,Flood,SEVERE STORMS & FLOODING
38,095,6/22/1993 0:00,Flood,SEVERE STORMS & FLOODING
38,097,6/22/1993 0:00,Flood,SEVERE STORMS & FLOODING
38,099,6/22/1993 0:00,Flood,SEVERE STORMS & FLOODING
38,103,6/22/1993 0:00,Flood,SEVERE STORMS & FLOODING
38,105,6/22/1993 0:00,Flood,SEVERE STORMS & FLOODING
18,021,8/16/1993 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
18,109,8/16/1993 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
18,121,8/16/1993 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
18,133,8/16/1993 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
18,165,8/16/1993 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
18,167,8/16/1993 0:00,Severe_Storms,SEVERE STORMS AND FLOODING
37,055,8/31/1993 0:00,Hurricane,HURRICANE EMILY
41,035,9/20/1993 0:00,Earthquake,EARTHQUAKES
06,037,10/26/1993 0:00,Fire,"FIRES, MUD/LANDSLIDES, FLOODING, SOIL EROSION"
06,059,10/26/1993 0:00,Fire,"FIRES, MUD/LANDSLIDES, FLOODING, SOIL EROSION"
06,065,10/26/1993 0:00,Fire,"FIRES, MUD/LANDSLIDES, FLOODING, SOIL EROSION"
06,071,10/26/1993 0:00,Fire,"FIRES, MUD/LANDSLIDES, FLOODING, SOIL EROSION"
06,073,10/26/1993 0:00,Fire,"FIRES, MUD/LANDSLIDES, FLOODING, SOIL EROSION"
06,111,10/26/1993 0:00,Fire,"FIRES, MUD/LANDSLIDES, FLOODING, SOIL EROSION"
29,017,11/13/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
29,023,11/13/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
29,031,11/13/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
29,035,11/13/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
29,055,11/13/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
29,065,11/13/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
29,071,11/13/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
29,091,11/13/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
29,093,11/13/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
29,099,11/13/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
29,123,11/13/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
29,149,11/13/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
29,157,11/13/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
29,169,11/13/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
29,179,11/13/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
29,181,11/13/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
29,203,11/13/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
29,187,11/13/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
29,189,11/13/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
29,186,11/13/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
29,207,11/13/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
29,215,11/13/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
29,221,11/13/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
29,223,11/13/1993 0:00,Severe_Storms,"SEVERE STORMS, TORNADOES, AND FLOODING"
51,,8/6/1993 0:00,Severe_Storms,SEVERE STORMS AND TORNADOES
06,037,1/17/1994 0:00,Earthquake, NORTHRIDGE EARTHQUAKE
06,059,1/17/1994 0:00,Earthquake, NORTHRIDGE EARTHQUAKE
06,111,1/17/1994 0:00,Earthquake, NORTHRIDGE EARTHQUAKE
28,003,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER STORM, FREEEZING RAIN AND SLEET"
28,009,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER STORM, FREEEZING RAIN AND SLEET"
28,011,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER STORM, FREEEZING RAIN AND SLEET"
28,013,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER STORM, FREEEZING RAIN AND SLEET"
28,017,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER STORM, FREEEZING RAIN AND SLEET"
28,027,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER STORM, FREEEZING RAIN AND SLEET"
28,033,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER STORM, FREEEZING RAIN AND SLEET"
28,043,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER STORM, FREEEZING RAIN AND SLEET"
28,057,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER STORM, FREEEZING RAIN AND SLEET"
28,071,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER STORM, FREEEZING RAIN AND SLEET"
28,081,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER STORM, FREEEZING RAIN AND SLEET"
28,083,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER STORM, FREEEZING RAIN AND SLEET"
28,093,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER STORM, FREEEZING RAIN AND SLEET"
28,107,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER STORM, FREEEZING RAIN AND SLEET"
28,115,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER STORM, FREEEZING RAIN AND SLEET"
28,117,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER STORM, FREEEZING RAIN AND SLEET"
28,119,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER STORM, FREEEZING RAIN AND SLEET"
28,133,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER STORM, FREEEZING RAIN AND SLEET"
28,135,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER STORM, FREEEZING RAIN AND SLEET"
28,137,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER STORM, FREEEZING RAIN AND SLEET"
28,139,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER STORM, FREEEZING RAIN AND SLEET"
28,141,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER STORM, FREEEZING RAIN AND SLEET"
28,143,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER STORM, FREEEZING RAIN AND SLEET"
28,145,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER STORM, FREEEZING RAIN AND SLEET"
28,151,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER STORM, FREEEZING RAIN AND SLEET"
28,161,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER STORM, FREEEZING RAIN AND SLEET"
47,003,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,005,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,007,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,011,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,013,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,015,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,017,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,021,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,023,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,027,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,031,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,033,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,035,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,037,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,041,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,039,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,043,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,045,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,047,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,049,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,051,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,053,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,055,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,059,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,061,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,069,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,071,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,075,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,077,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,079,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,081,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,083,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,085,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,087,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,097,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,099,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,101,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,103,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,111,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,113,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,117,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,119,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,107,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,109,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,121,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,125,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,127,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,129,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,133,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,135,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,137,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,139,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,141,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,147,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,149,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,151,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,153,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,157,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,159,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,161,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
47,165,2/9/1994 0:00,Severe_Storms,"SEVERE WINTER ICE STORM,FLASH FLOODING"
